influencer_metric_id,influencer_id,influencer_metric_date,influencer_followers_count,influencer_post_count,influencer_avg_likes,influencer_avg_comments,influencer_engagement_rate
infmet-1125,inf-0188,2026-02-28,26059,131,97.85,22.72,0.46
infmet-1126,inf-0188,2026-03-31,26261,134,111.32,26.93,0.53
infmet-1127,inf-0188,2026-04-30,27078,139,112.37,30.54,0.53
infmet-1128,inf-0188,2026-05-31,27722,142,87.01,25.1,0.4
infmet-1129,inf-0189,2025-12-31,223,442,33.07,14.17,21.18
infmet-1130,inf-0189,2026-01-31,240,444,33.6,14.4,20.0
infmet-1131,inf-0189,2026-02-28,240,444,33.6,14.4,20.0
infmet-1132,inf-0189,2026-03-31,252,446,33.42,14.32,18.94
infmet-1133,inf-0189,2026-04-30,257,446,34.73,14.89,19.31
infmet-1134,inf-0189,2026-05-31,262,451,29.24,21.78,19.47
infmet-1135,inf-0190,2025-12-31,11275,169,839.2,332.22,10.39
infmet-1136,inf-0190,2026-01-31,12333,170,893.75,373.61,10.28
infmet-1137,inf-0190,2026-02-28,11966,174,1123.79,280.87,11.74
infmet-1138,inf-0190,2026-03-31,12248,179,1010.88,228.18,10.12
infmet-1139,inf-0190,2026-04-30,13471,185,1159.78,402.06,11.59
infmet-1140,inf-0190,2026-05-31,13277,187,954.65,292.37,9.39
infmet-1141,inf-0191,2025-12-31,6978,201,780.29,255.37,14.84
infmet-1142,inf-0191,2026-01-31,7132,205,727.46,291.17,14.28
infmet-1143,inf-0191,2026-02-28,7206,209,820.17,261.05,15.0
infmet-1144,inf-0191,2026-03-31,7571,219,949.17,293.45,16.41
infmet-1145,inf-0191,2026-04-30,8254,226,1068.24,441.42,18.29
infmet-1146,inf-0191,2026-05-31,8568,232,952.42,300.46,14.62
infmet-1147,inf-0192,2025-12-31,14366,126,112.08,48.04,1.11
infmet-1148,inf-0192,2026-01-31,15168,127,107.95,46.26,1.02
infmet-1149,inf-0192,2026-02-28,15787,128,114.38,49.02,1.04
infmet-1150,inf-0192,2026-03-31,16378,132,119.96,51.41,1.05
infmet-1151,inf-0192,2026-04-30,16536,133,133.06,57.03,1.15
infmet-1152,inf-0192,2026-05-31,16891,135,87.17,69.07,0.92
infmet-1153,inf-0193,2025-12-31,76298,98,26.57,5.43,0.04
infmet-1154,inf-0193,2026-01-31,78946,101,64.36,14.58,0.1
infmet-1155,inf-0193,2026-02-28,83239,105,62.71,20.53,0.1
infmet-1156,inf-0193,2026-03-31,84450,110,63.76,20.69,0.1
infmet-1157,inf-0193,2026-04-30,84810,119,73.77,20.6,0.11
infmet-1158,inf-0193,2026-05-31,87746,126,33.2,7.96,0.05
infmet-1159,inf-0194,2025-12-31,41209,117,710.45,304.48,2.46
infmet-1160,inf-0194,2026-01-31,42094,118,636.53,272.8,2.16
infmet-1161,inf-0194,2026-02-28,41411,118,625.82,268.21,2.16
infmet-1162,inf-0194,2026-03-31,45266,121,613.92,263.11,1.94
infmet-1163,inf-0194,2026-04-30,49728,122,660.7,283.16,1.9
infmet-1164,inf-0194,2026-05-31,52072,124,843.76,544.23,2.67
infmet-1165,inf-0195,2025-12-31,6798,167,647.12,264.34,13.41
infmet-1166,inf-0195,2026-01-31,7170,170,691.45,189.17,12.28
infmet-1167,inf-0195,2026-02-28,7415,173,749.66,151.97,12.16
infmet-1168,inf-0195,2026-03-31,7327,175,816.21,205.8,13.95
infmet-1169,inf-0195,2026-04-30,7159,179,929.54,217.71,16.03
infmet-1170,inf-0195,2026-05-31,7133,183,942.88,274.07,17.06
infmet-1171,inf-0196,2025-12-31,83115,206,778.17,278.66,1.27
infmet-1172,inf-0196,2026-01-31,88359,207,845.01,276.92,1.27
infmet-1173,inf-0196,2026-02-28,87780,210,698.86,299.51,1.14
infmet-1174,inf-0196,2026-03-31,89023,210,706.86,202.84,1.02
infmet-1175,inf-0196,2026-04-30,91597,212,677.27,290.26,1.06
infmet-1176,inf-0196,2026-05-31,89983,213,938.78,416.3,1.51
infmet-1177,inf-0197,2025-12-31,70226,373,892.32,135.32,1.46
infmet-1178,inf-0197,2026-01-31,70143,379,908.25,168.35,1.53
infmet-1179,inf-0197,2026-02-28,74616,389,969.66,168.73,1.53
infmet-1180,inf-0197,2026-03-31,73229,397,1113.08,139.95,1.71
infmet-1181,inf-0197,2026-04-30,75342,405,1118.86,174.53,1.72
infmet-1182,inf-0197,2026-05-31,75536,407,876.46,147.71,1.36
infmet-1183,inf-0198,2025-12-31,70505,156,26.55,4.15,0.04
infmet-1184,inf-0198,2026-01-31,75296,157,65.79,9.5,0.1
infmet-1185,inf-0198,2026-02-28,77367,161,68.16,9.2,0.1
infmet-1186,inf-0198,2026-03-31,83309,163,75.71,13.04,0.11
infmet-1187,inf-0198,2026-04-30,84913,164,87.41,15.24,0.12
infmet-1188,inf-0198,2026-05-31,91714,166,39.17,5.48,0.05
infmet-1189,inf-0199,2025-12-31,64819,337,298.81,128.06,0.66
infmet-1190,inf-0199,2026-01-31,68804,343,356.21,152.66,0.74
infmet-1191,inf-0199,2026-02-28,75388,346,353.06,151.15,0.67
infmet-1192,inf-0199,2026-03-31,80968,354,366.88,157.23,0.65
infmet-1193,inf-0199,2026-04-30,82698,358,391.26,167.68,0.68
infmet-1194,inf-0199,2026-05-31,90467,364,316.68,227.29,0.6
infmet-1195,inf-0200,2025-12-31,3910,0,789.68,307.93,28.07
infmet-1196,inf-0200,2026-01-31,4163,0,674.77,157.83,20.0
infmet-1197,inf-0200,2026-02-28,4187,1,609.65,146.89,18.07
infmet-1198,inf-0200,2026-03-31,4262,3,536.41,141.49,15.91
infmet-1199,inf-0200,2026-04-30,4384,4,567.35,185.35,17.17
infmet-1200,inf-0200,2026-05-31,4342,4,882.52,268.82,26.52
