influencer_follower_demo_id,influencer_id,collected_date,influencer_follower_gender,influencer_follower_age_group,engagement_type,engaged_follower_count,engaged_follower_ratio
inffol-2932,inf-0147,2026-06-01,여성,20대,comment,26,9.59
inffol-2933,inf-0147,2026-06-01,여성,30대,comment,28,10.33
inffol-2934,inf-0147,2026-06-01,여성,40대,comment,11,4.06
inffol-2935,inf-0147,2026-06-01,여성,50대,comment,5,1.85
inffol-2936,inf-0147,2026-06-01,여성,60대+,comment,4,1.48
inffol-2937,inf-0148,2026-06-01,남성,10대,like,5,1.24
inffol-2938,inf-0148,2026-06-01,남성,20대,like,29,7.18
inffol-2939,inf-0148,2026-06-01,남성,30대,like,44,10.89
inffol-2940,inf-0148,2026-06-01,남성,40대,like,7,1.73
inffol-2941,inf-0148,2026-06-01,남성,50대,like,5,1.24
inffol-2942,inf-0148,2026-06-01,여성,10대,like,2,0.5
inffol-2943,inf-0148,2026-06-01,여성,20대,like,41,10.15
inffol-2944,inf-0148,2026-06-01,여성,30대,like,48,11.88
inffol-2945,inf-0148,2026-06-01,여성,40대,like,11,2.72
inffol-2946,inf-0148,2026-06-01,여성,50대,like,13,3.22
inffol-2947,inf-0148,2026-06-01,남성,10대,comment,7,1.73
inffol-2948,inf-0148,2026-06-01,남성,20대,comment,31,7.67
inffol-2949,inf-0148,2026-06-01,남성,30대,comment,36,8.91
inffol-2950,inf-0148,2026-06-01,남성,40대,comment,11,2.72
inffol-2951,inf-0148,2026-06-01,남성,50대,comment,7,1.73
inffol-2952,inf-0148,2026-06-01,여성,10대,comment,6,1.49
inffol-2953,inf-0148,2026-06-01,여성,20대,comment,45,11.14
inffol-2954,inf-0148,2026-06-01,여성,30대,comment,42,10.4
inffol-2955,inf-0148,2026-06-01,여성,40대,comment,9,2.23
inffol-2956,inf-0148,2026-06-01,여성,50대,comment,5,1.24
inffol-2957,inf-0149,2026-06-01,남성,10대,like,2,5.26
inffol-2958,inf-0149,2026-06-01,남성,20대,like,3,7.89
inffol-2959,inf-0149,2026-06-01,남성,30대,like,2,5.26
inffol-2960,inf-0149,2026-06-01,남성,50대,like,2,5.26
inffol-2961,inf-0149,2026-06-01,남성,60대+,like,1,2.63
inffol-2962,inf-0149,2026-06-01,여성,20대,like,5,13.16
inffol-2963,inf-0149,2026-06-01,여성,30대,like,2,5.26
inffol-2964,inf-0149,2026-06-01,여성,40대,like,3,7.89
inffol-2965,inf-0149,2026-06-01,남성,10대,comment,1,2.63
inffol-2966,inf-0149,2026-06-01,남성,20대,comment,3,7.89
inffol-2967,inf-0149,2026-06-01,남성,30대,comment,1,2.63
inffol-2968,inf-0149,2026-06-01,남성,40대,comment,1,2.63
inffol-2969,inf-0149,2026-06-01,남성,50대,comment,3,7.89
inffol-2970,inf-0149,2026-06-01,남성,60대+,comment,2,5.26
inffol-2971,inf-0149,2026-06-01,여성,10대,comment,1,2.63
inffol-2972,inf-0149,2026-06-01,여성,20대,comment,3,7.89
inffol-2973,inf-0149,2026-06-01,여성,30대,comment,1,2.63
inffol-2974,inf-0149,2026-06-01,여성,60대+,comment,2,5.26
inffol-2975,inf-0150,2026-06-01,남성,20대,like,21,24.42
inffol-2976,inf-0150,2026-06-01,남성,30대,like,18,20.93
inffol-2977,inf-0150,2026-06-01,남성,40대,like,1,1.16
inffol-2978,inf-0150,2026-06-01,남성,50대,like,4,4.65
inffol-2979,inf-0150,2026-06-01,여성,10대,like,1,1.16
inffol-2980,inf-0150,2026-06-01,여성,20대,like,9,10.47
inffol-2981,inf-0150,2026-06-01,여성,30대,like,8,9.3
inffol-2982,inf-0150,2026-06-01,여성,40대,like,1,1.16
inffol-2983,inf-0150,2026-06-01,여성,50대,like,3,3.49
inffol-2984,inf-0150,2026-06-01,남성,20대,comment,5,5.81
inffol-2985,inf-0150,2026-06-01,남성,30대,comment,5,5.81
inffol-2986,inf-0150,2026-06-01,여성,10대,comment,1,1.16
inffol-2987,inf-0150,2026-06-01,여성,20대,comment,4,4.65
inffol-2988,inf-0150,2026-06-01,여성,30대,comment,2,2.33
inffol-2989,inf-0150,2026-06-01,여성,40대,comment,1,1.16
inffol-2990,inf-0150,2026-06-01,여성,50대,comment,2,2.33
inffol-2991,inf-0151,2026-06-01,남성,10대,like,97,13.06
inffol-2992,inf-0151,2026-06-01,남성,20대,like,74,9.96
inffol-2993,inf-0151,2026-06-01,남성,30대,like,76,10.23
inffol-2994,inf-0151,2026-06-01,남성,40대,like,21,2.83
inffol-2995,inf-0151,2026-06-01,남성,50대,like,42,5.65
inffol-2996,inf-0151,2026-06-01,여성,10대,like,30,4.04
inffol-2997,inf-0151,2026-06-01,여성,20대,like,30,4.04
inffol-2998,inf-0151,2026-06-01,여성,30대,like,29,3.9
inffol-2999,inf-0151,2026-06-01,여성,40대,like,5,0.67
inffol-3000,inf-0151,2026-06-01,여성,50대,like,12,1.62
inffol-3001,inf-0151,2026-06-01,여성,60대+,like,1,0.13
inffol-3002,inf-0151,2026-06-01,남성,10대,comment,81,10.9
inffol-3003,inf-0151,2026-06-01,남성,20대,comment,56,7.54
inffol-3004,inf-0151,2026-06-01,남성,30대,comment,49,6.59
inffol-3005,inf-0151,2026-06-01,남성,40대,comment,14,1.88
inffol-3006,inf-0151,2026-06-01,남성,50대,comment,21,2.83
inffol-3007,inf-0151,2026-06-01,남성,60대+,comment,3,0.4
inffol-3008,inf-0151,2026-06-01,여성,10대,comment,29,3.9
inffol-3009,inf-0151,2026-06-01,여성,20대,comment,27,3.63
inffol-3010,inf-0151,2026-06-01,여성,30대,comment,22,2.96
inffol-3011,inf-0151,2026-06-01,여성,40대,comment,9,1.21
inffol-3012,inf-0151,2026-06-01,여성,50대,comment,13,1.75
inffol-3013,inf-0151,2026-06-01,여성,60대+,comment,2,0.27
inffol-3014,inf-0152,2026-06-01,남성,20대,like,4,5.26
inffol-3015,inf-0152,2026-06-01,남성,30대,like,16,21.05
inffol-3016,inf-0152,2026-06-01,남성,40대,like,10,13.16
inffol-3017,inf-0152,2026-06-01,여성,20대,like,9,11.84
inffol-3018,inf-0152,2026-06-01,여성,30대,like,18,23.68
inffol-3019,inf-0152,2026-06-01,여성,40대,like,10,13.16
inffol-3020,inf-0152,2026-06-01,여성,50대,like,1,1.32
inffol-3021,inf-0152,2026-06-01,남성,30대,comment,1,1.32
inffol-3022,inf-0152,2026-06-01,남성,40대,comment,2,2.63
inffol-3023,inf-0152,2026-06-01,여성,20대,comment,2,2.63
inffol-3024,inf-0152,2026-06-01,여성,30대,comment,3,3.95
inffol-3025,inf-0153,2026-06-01,남성,10대,like,14,0.98
inffol-3026,inf-0153,2026-06-01,남성,20대,like,87,6.08
inffol-3027,inf-0153,2026-06-01,남성,30대,like,68,4.76
inffol-3028,inf-0153,2026-06-01,남성,40대,like,88,6.15
inffol-3029,inf-0153,2026-06-01,남성,50대,like,21,1.47
inffol-3030,inf-0153,2026-06-01,남성,60대+,like,1,0.07
inffol-3031,inf-0153,2026-06-01,여성,10대,like,24,1.68
inffol-3032,inf-0153,2026-06-01,여성,20대,like,115,8.04
inffol-3033,inf-0153,2026-06-01,여성,30대,like,122,8.53
inffol-3034,inf-0153,2026-06-01,여성,40대,like,157,10.98
inffol-3035,inf-0153,2026-06-01,여성,50대,like,39,2.73
inffol-3036,inf-0153,2026-06-01,여성,60대+,like,1,0.07
inffol-3037,inf-0153,2026-06-01,남성,10대,comment,11,0.77
inffol-3038,inf-0153,2026-06-01,남성,20대,comment,74,5.17
inffol-3039,inf-0153,2026-06-01,남성,30대,comment,66,4.62
inffol-3040,inf-0153,2026-06-01,남성,40대,comment,95,6.64
inffol-3041,inf-0153,2026-06-01,남성,50대,comment,19,1.33
inffol-3042,inf-0153,2026-06-01,남성,60대+,comment,2,0.14
inffol-3043,inf-0153,2026-06-01,여성,10대,comment,26,1.82
inffol-3044,inf-0153,2026-06-01,여성,20대,comment,110,7.69
inffol-3045,inf-0153,2026-06-01,여성,30대,comment,120,8.39
inffol-3046,inf-0153,2026-06-01,여성,40대,comment,133,9.3
inffol-3047,inf-0153,2026-06-01,여성,50대,comment,34,2.38
inffol-3048,inf-0153,2026-06-01,여성,60대+,comment,3,0.21
inffol-3049,inf-0154,2026-06-01,남성,10대,like,34,2.83
inffol-3050,inf-0154,2026-06-01,남성,20대,like,160,13.31
inffol-3051,inf-0154,2026-06-01,남성,30대,like,81,6.74
inffol-3052,inf-0154,2026-06-01,남성,40대,like,145,12.06
inffol-3053,inf-0154,2026-06-01,남성,50대,like,22,1.83
inffol-3054,inf-0154,2026-06-01,남성,60대+,like,8,0.67
inffol-3055,inf-0154,2026-06-01,여성,10대,like,33,2.75
inffol-3056,inf-0154,2026-06-01,여성,20대,like,165,13.73
inffol-3057,inf-0154,2026-06-01,여성,30대,like,90,7.49
inffol-3058,inf-0154,2026-06-01,여성,40대,like,108,8.99
inffol-3059,inf-0154,2026-06-01,여성,50대,like,29,2.41
inffol-3060,inf-0154,2026-06-01,여성,60대+,like,9,0.75
inffol-3061,inf-0154,2026-06-01,남성,10대,comment,15,1.25
inffol-3062,inf-0154,2026-06-01,남성,20대,comment,58,4.83
inffol-3063,inf-0154,2026-06-01,남성,30대,comment,22,1.83
inffol-3064,inf-0154,2026-06-01,남성,40대,comment,51,4.24
inffol-3065,inf-0154,2026-06-01,남성,50대,comment,7,0.58
inffol-3066,inf-0154,2026-06-01,남성,60대+,comment,3,0.25
inffol-3067,inf-0154,2026-06-01,여성,10대,comment,12,1.0
inffol-3068,inf-0154,2026-06-01,여성,20대,comment,69,5.74
inffol-3069,inf-0154,2026-06-01,여성,30대,comment,25,2.08
inffol-3070,inf-0154,2026-06-01,여성,40대,comment,39,3.24
inffol-3071,inf-0154,2026-06-01,여성,50대,comment,13,1.08
inffol-3072,inf-0154,2026-06-01,여성,60대+,comment,4,0.33
inffol-3073,inf-0155,2026-06-01,남성,20대,like,198,19.22
inffol-3074,inf-0155,2026-06-01,남성,30대,like,173,16.8
inffol-3075,inf-0155,2026-06-01,남성,40대,like,127,12.33
inffol-3076,inf-0155,2026-06-01,남성,50대,like,92,8.93
inffol-3077,inf-0155,2026-06-01,남성,60대+,like,10,0.97
inffol-3078,inf-0155,2026-06-01,여성,20대,like,60,5.83
inffol-3079,inf-0155,2026-06-01,여성,30대,like,52,5.05
inffol-3080,inf-0155,2026-06-01,여성,40대,like,55,5.34
inffol-3081,inf-0155,2026-06-01,여성,50대,like,37,3.59
inffol-3082,inf-0155,2026-06-01,여성,60대+,like,3,0.29
inffol-3083,inf-0155,2026-06-01,남성,20대,comment,58,5.63
inffol-3084,inf-0155,2026-06-01,남성,30대,comment,42,4.08
inffol-3085,inf-0155,2026-06-01,남성,40대,comment,39,3.79
inffol-3086,inf-0155,2026-06-01,남성,50대,comment,32,3.11
inffol-3087,inf-0155,2026-06-01,여성,20대,comment,16,1.55
inffol-3088,inf-0155,2026-06-01,여성,30대,comment,11,1.07
inffol-3089,inf-0155,2026-06-01,여성,40대,comment,17,1.65
inffol-3090,inf-0155,2026-06-01,여성,50대,comment,8,0.78
inffol-3091,inf-0156,2026-06-01,남성,10대,like,20,1.41
inffol-3092,inf-0156,2026-06-01,남성,20대,like,144,10.18
inffol-3093,inf-0156,2026-06-01,남성,30대,like,89,6.29
inffol-3094,inf-0156,2026-06-01,남성,40대,like,67,4.74
inffol-3095,inf-0156,2026-06-01,남성,50대,like,24,1.7
inffol-3096,inf-0156,2026-06-01,여성,10대,like,30,2.12
inffol-3097,inf-0156,2026-06-01,여성,20대,like,165,11.67
inffol-3098,inf-0156,2026-06-01,여성,30대,like,96,6.79
inffol-3099,inf-0156,2026-06-01,여성,40대,like,75,5.3
inffol-3100,inf-0156,2026-06-01,여성,50대,like,26,1.84
inffol-3101,inf-0156,2026-06-01,남성,10대,comment,13,0.92
inffol-3102,inf-0156,2026-06-01,남성,20대,comment,144,10.18
inffol-3103,inf-0156,2026-06-01,남성,30대,comment,92,6.51
inffol-3104,inf-0156,2026-06-01,남성,40대,comment,73,5.16
inffol-3105,inf-0156,2026-06-01,남성,50대,comment,18,1.27
inffol-3106,inf-0156,2026-06-01,여성,10대,comment,34,2.4
inffol-3107,inf-0156,2026-06-01,여성,20대,comment,125,8.84
inffol-3108,inf-0156,2026-06-01,여성,30대,comment,92,6.51
inffol-3109,inf-0156,2026-06-01,여성,40대,comment,69,4.88
inffol-3110,inf-0156,2026-06-01,여성,50대,comment,18,1.27
inffol-3111,inf-0157,2026-06-01,남성,30대,like,3,3.26
inffol-3112,inf-0157,2026-06-01,남성,40대,like,2,2.17
inffol-3113,inf-0157,2026-06-01,여성,10대,like,1,1.09
inffol-3114,inf-0157,2026-06-01,여성,20대,like,14,15.22
inffol-3115,inf-0157,2026-06-01,여성,30대,like,27,29.35
inffol-3116,inf-0157,2026-06-01,여성,40대,like,19,20.65
inffol-3117,inf-0157,2026-06-01,여성,50대,like,11,11.96
inffol-3118,inf-0157,2026-06-01,남성,30대,comment,1,1.09
inffol-3119,inf-0157,2026-06-01,남성,40대,comment,1,1.09
inffol-3120,inf-0157,2026-06-01,여성,20대,comment,2,2.17
inffol-3121,inf-0157,2026-06-01,여성,30대,comment,4,4.35
inffol-3122,inf-0157,2026-06-01,여성,40대,comment,5,5.43
inffol-3123,inf-0157,2026-06-01,여성,50대,comment,2,2.17
inffol-3124,inf-0158,2026-06-01,남성,10대,like,1,2.08
inffol-3125,inf-0158,2026-06-01,남성,20대,like,5,10.42
inffol-3126,inf-0158,2026-06-01,남성,30대,like,3,6.25
inffol-3127,inf-0158,2026-06-01,남성,50대,like,5,10.42
inffol-3128,inf-0158,2026-06-01,여성,10대,like,3,6.25
inffol-3129,inf-0158,2026-06-01,여성,20대,like,6,12.5
inffol-3130,inf-0158,2026-06-01,여성,30대,like,4,8.33
inffol-3131,inf-0158,2026-06-01,여성,50대,like,3,6.25
inffol-3132,inf-0158,2026-06-01,남성,10대,comment,1,2.08
inffol-3133,inf-0158,2026-06-01,남성,20대,comment,2,4.17
inffol-3134,inf-0158,2026-06-01,남성,30대,comment,2,4.17
inffol-3135,inf-0158,2026-06-01,남성,50대,comment,5,10.42
inffol-3136,inf-0158,2026-06-01,여성,20대,comment,1,2.08
inffol-3137,inf-0158,2026-06-01,여성,30대,comment,6,12.5
inffol-3138,inf-0158,2026-06-01,여성,50대,comment,1,2.08
inffol-3139,inf-0159,2026-06-01,남성,10대,like,25,2.63
inffol-3140,inf-0159,2026-06-01,남성,20대,like,153,16.11
inffol-3141,inf-0159,2026-06-01,남성,30대,like,81,8.53
inffol-3142,inf-0159,2026-06-01,남성,40대,like,91,9.58
inffol-3143,inf-0159,2026-06-01,남성,50대,like,13,1.37
inffol-3144,inf-0159,2026-06-01,여성,10대,like,9,0.95
inffol-3145,inf-0159,2026-06-01,여성,20대,like,56,5.89
inffol-3146,inf-0159,2026-06-01,여성,30대,like,46,4.84
inffol-3147,inf-0159,2026-06-01,여성,40대,like,42,4.42
inffol-3148,inf-0159,2026-06-01,여성,50대,like,1,0.11
inffol-3149,inf-0159,2026-06-01,남성,10대,comment,16,1.68
inffol-3150,inf-0159,2026-06-01,남성,20대,comment,118,12.42
inffol-3151,inf-0159,2026-06-01,남성,30대,comment,64,6.74
inffol-3152,inf-0159,2026-06-01,남성,40대,comment,81,8.53
inffol-3153,inf-0159,2026-06-01,남성,50대,comment,14,1.47
inffol-3154,inf-0159,2026-06-01,여성,10대,comment,4,0.42
inffol-3155,inf-0159,2026-06-01,여성,20대,comment,53,5.58
inffol-3156,inf-0159,2026-06-01,여성,30대,comment,39,4.11
inffol-3157,inf-0159,2026-06-01,여성,40대,comment,39,4.11
inffol-3158,inf-0159,2026-06-01,여성,50대,comment,5,0.53
inffol-3159,inf-0160,2026-06-01,남성,10대,like,8,1.46
inffol-3160,inf-0160,2026-06-01,남성,20대,like,60,10.93
inffol-3161,inf-0160,2026-06-01,남성,30대,like,28,5.1
inffol-3162,inf-0160,2026-06-01,남성,40대,like,45,8.2
inffol-3163,inf-0160,2026-06-01,남성,50대,like,2,0.36
inffol-3164,inf-0160,2026-06-01,남성,60대+,like,2,0.36
inffol-3165,inf-0160,2026-06-01,여성,10대,like,12,2.19
inffol-3166,inf-0160,2026-06-01,여성,20대,like,133,24.23
inffol-3167,inf-0160,2026-06-01,여성,30대,like,53,9.65
inffol-3168,inf-0160,2026-06-01,여성,40대,like,91,16.58
inffol-3169,inf-0160,2026-06-01,여성,50대,like,1,0.18
inffol-3170,inf-0160,2026-06-01,여성,60대+,like,2,0.36
inffol-3171,inf-0160,2026-06-01,남성,10대,comment,3,0.55
inffol-3172,inf-0160,2026-06-01,남성,20대,comment,15,2.73
inffol-3173,inf-0160,2026-06-01,남성,30대,comment,11,2.0
inffol-3174,inf-0160,2026-06-01,남성,40대,comment,6,1.09
inffol-3175,inf-0160,2026-06-01,여성,10대,comment,5,0.91
inffol-3176,inf-0160,2026-06-01,여성,20대,comment,27,4.92
inffol-3177,inf-0160,2026-06-01,여성,30대,comment,23,4.19
inffol-3178,inf-0160,2026-06-01,여성,40대,comment,20,3.64
inffol-3179,inf-0160,2026-06-01,여성,50대,comment,1,0.18
inffol-3180,inf-0160,2026-06-01,여성,60대+,comment,1,0.18
inffol-3181,inf-0161,2026-06-01,남성,10대,like,4,2.4
inffol-3182,inf-0161,2026-06-01,남성,20대,like,8,4.79
inffol-3183,inf-0161,2026-06-01,남성,30대,like,18,10.78
inffol-3184,inf-0161,2026-06-01,남성,40대,like,2,1.2
inffol-3185,inf-0161,2026-06-01,남성,50대,like,6,3.59
inffol-3186,inf-0161,2026-06-01,여성,10대,like,3,1.8
inffol-3187,inf-0161,2026-06-01,여성,20대,like,23,13.77
inffol-3188,inf-0161,2026-06-01,여성,30대,like,37,22.16
inffol-3189,inf-0161,2026-06-01,여성,40대,like,1,0.6
inffol-3190,inf-0161,2026-06-01,여성,50대,like,5,2.99
inffol-3191,inf-0161,2026-06-01,남성,10대,comment,4,2.4
inffol-3192,inf-0161,2026-06-01,남성,20대,comment,5,2.99
inffol-3193,inf-0161,2026-06-01,남성,30대,comment,12,7.19
inffol-3194,inf-0161,2026-06-01,남성,40대,comment,1,0.6
inffol-3195,inf-0161,2026-06-01,남성,50대,comment,3,1.8
inffol-3196,inf-0161,2026-06-01,남성,60대+,comment,1,0.6
inffol-3197,inf-0161,2026-06-01,여성,10대,comment,2,1.2
inffol-3198,inf-0161,2026-06-01,여성,20대,comment,12,7.19
inffol-3199,inf-0161,2026-06-01,여성,30대,comment,17,10.18
inffol-3200,inf-0161,2026-06-01,여성,50대,comment,3,1.8
inffol-3201,inf-0162,2026-06-01,남성,20대,like,47,18.5
inffol-3202,inf-0162,2026-06-01,남성,30대,like,15,5.91
inffol-3203,inf-0162,2026-06-01,남성,50대,like,20,7.87
inffol-3204,inf-0162,2026-06-01,여성,20대,like,33,12.99
inffol-3205,inf-0162,2026-06-01,여성,30대,like,5,1.97
inffol-3206,inf-0162,2026-06-01,여성,40대,like,1,0.39
inffol-3207,inf-0162,2026-06-01,여성,50대,like,9,3.54
inffol-3208,inf-0162,2026-06-01,남성,20대,comment,40,15.75
inffol-3209,inf-0162,2026-06-01,남성,30대,comment,10,3.94
inffol-3210,inf-0162,2026-06-01,남성,40대,comment,2,0.79
inffol-3211,inf-0162,2026-06-01,남성,50대,comment,20,7.87
inffol-3212,inf-0162,2026-06-01,여성,20대,comment,31,12.2
inffol-3213,inf-0162,2026-06-01,여성,30대,comment,6,2.36
inffol-3214,inf-0162,2026-06-01,여성,40대,comment,1,0.39
inffol-3215,inf-0162,2026-06-01,여성,50대,comment,14,5.51
inffol-3216,inf-0163,2026-06-01,남성,10대,like,2,0.36
inffol-3217,inf-0163,2026-06-01,남성,20대,like,36,6.56
inffol-3218,inf-0163,2026-06-01,남성,30대,like,84,15.3
inffol-3219,inf-0163,2026-06-01,남성,40대,like,56,10.2
inffol-3220,inf-0163,2026-06-01,여성,10대,like,2,0.36
inffol-3221,inf-0163,2026-06-01,여성,20대,like,23,4.19
inffol-3222,inf-0163,2026-06-01,여성,30대,like,62,11.29
inffol-3223,inf-0163,2026-06-01,여성,40대,like,31,5.65
inffol-3224,inf-0163,2026-06-01,여성,50대,like,4,0.73
inffol-3225,inf-0163,2026-06-01,남성,10대,comment,5,0.91
inffol-3226,inf-0163,2026-06-01,남성,20대,comment,32,5.83
inffol-3227,inf-0163,2026-06-01,남성,30대,comment,68,12.39
inffol-3228,inf-0163,2026-06-01,남성,40대,comment,42,7.65
inffol-3229,inf-0163,2026-06-01,남성,50대,comment,2,0.36
inffol-3230,inf-0163,2026-06-01,여성,10대,comment,2,0.36
inffol-3231,inf-0163,2026-06-01,여성,20대,comment,26,4.74
inffol-3232,inf-0163,2026-06-01,여성,30대,comment,49,8.93
inffol-3233,inf-0163,2026-06-01,여성,40대,comment,20,3.64
inffol-3234,inf-0163,2026-06-01,여성,50대,comment,3,0.55
inffol-3235,inf-0164,2026-06-01,남성,10대,like,23,6.93
inffol-3236,inf-0164,2026-06-01,남성,20대,like,12,3.61
inffol-3237,inf-0164,2026-06-01,남성,30대,like,23,6.93
inffol-3238,inf-0164,2026-06-01,남성,40대,like,4,1.2
inffol-3239,inf-0164,2026-06-01,남성,50대,like,1,0.3
inffol-3240,inf-0164,2026-06-01,여성,10대,like,72,21.69
inffol-3241,inf-0164,2026-06-01,여성,20대,like,58,17.47
inffol-3242,inf-0164,2026-06-01,여성,30대,like,36,10.84
inffol-3243,inf-0164,2026-06-01,여성,40대,like,3,0.9
inffol-3244,inf-0164,2026-06-01,여성,50대,like,5,1.51
inffol-3245,inf-0164,2026-06-01,여성,60대+,like,1,0.3
inffol-3246,inf-0164,2026-06-01,남성,10대,comment,5,1.51
inffol-3247,inf-0164,2026-06-01,남성,20대,comment,4,1.2
inffol-3248,inf-0164,2026-06-01,남성,30대,comment,9,2.71
inffol-3249,inf-0164,2026-06-01,남성,50대,comment,1,0.3
inffol-3250,inf-0164,2026-06-01,여성,10대,comment,26,7.83
inffol-3251,inf-0164,2026-06-01,여성,20대,comment,27,8.13
inffol-3252,inf-0164,2026-06-01,여성,30대,comment,17,5.12
inffol-3253,inf-0164,2026-06-01,여성,40대,comment,2,0.6
inffol-3254,inf-0164,2026-06-01,여성,50대,comment,3,0.9
inffol-3255,inf-0165,2026-06-01,남성,10대,like,11,0.87
inffol-3256,inf-0165,2026-06-01,남성,20대,like,95,7.55
inffol-3257,inf-0165,2026-06-01,남성,30대,like,69,5.48
inffol-3258,inf-0165,2026-06-01,남성,40대,like,224,17.81
inffol-3259,inf-0165,2026-06-01,남성,50대,like,18,1.43
inffol-3260,inf-0165,2026-06-01,남성,60대+,like,78,6.2
inffol-3261,inf-0165,2026-06-01,여성,10대,like,6,0.48
inffol-3262,inf-0165,2026-06-01,여성,20대,like,89,7.07
inffol-3263,inf-0165,2026-06-01,여성,30대,like,47,3.74
inffol-3264,inf-0165,2026-06-01,여성,40대,like,129,10.25
inffol-3265,inf-0165,2026-06-01,여성,50대,like,7,0.56
inffol-3266,inf-0165,2026-06-01,여성,60대+,like,38,3.02
inffol-3267,inf-0165,2026-06-01,남성,10대,comment,8,0.64
inffol-3268,inf-0165,2026-06-01,남성,20대,comment,67,5.33
inffol-3269,inf-0165,2026-06-01,남성,30대,comment,43,3.42
inffol-3270,inf-0165,2026-06-01,남성,40대,comment,112,8.9
inffol-3271,inf-0165,2026-06-01,남성,50대,comment,14,1.11
inffol-3272,inf-0165,2026-06-01,남성,60대+,comment,40,3.18
inffol-3273,inf-0165,2026-06-01,여성,10대,comment,4,0.32
inffol-3274,inf-0165,2026-06-01,여성,20대,comment,40,3.18
inffol-3275,inf-0165,2026-06-01,여성,30대,comment,24,1.91
inffol-3276,inf-0165,2026-06-01,여성,40대,comment,61,4.85
inffol-3277,inf-0165,2026-06-01,여성,50대,comment,7,0.56
inffol-3278,inf-0165,2026-06-01,여성,60대+,comment,27,2.15
inffol-3279,inf-0166,2026-06-01,남성,10대,like,16,1.86
inffol-3280,inf-0166,2026-06-01,남성,20대,like,53,6.16
inffol-3281,inf-0166,2026-06-01,남성,30대,like,8,0.93
inffol-3282,inf-0166,2026-06-01,남성,40대,like,24,2.79
inffol-3283,inf-0166,2026-06-01,남성,50대,like,52,6.04
inffol-3284,inf-0166,2026-06-01,여성,10대,like,58,6.74
inffol-3285,inf-0166,2026-06-01,여성,20대,like,169,19.63
inffol-3286,inf-0166,2026-06-01,여성,30대,like,24,2.79
inffol-3287,inf-0166,2026-06-01,여성,40대,like,41,4.76
inffol-3288,inf-0166,2026-06-01,여성,50대,like,165,19.16
inffol-3289,inf-0166,2026-06-01,여성,60대+,like,1,0.12
inffol-3290,inf-0166,2026-06-01,남성,10대,comment,8,0.93
inffol-3291,inf-0166,2026-06-01,남성,20대,comment,25,2.9
inffol-3292,inf-0166,2026-06-01,남성,30대,comment,7,0.81
inffol-3293,inf-0166,2026-06-01,남성,40대,comment,17,1.97
inffol-3294,inf-0166,2026-06-01,남성,50대,comment,27,3.14
inffol-3295,inf-0166,2026-06-01,여성,10대,comment,17,1.97
inffol-3296,inf-0166,2026-06-01,여성,20대,comment,61,7.08
inffol-3297,inf-0166,2026-06-01,여성,30대,comment,7,0.81
inffol-3298,inf-0166,2026-06-01,여성,40대,comment,18,2.09
inffol-3299,inf-0166,2026-06-01,여성,50대,comment,63,7.32
inffol-3300,inf-0167,2026-06-01,남성,40대,like,2,40.0
inffol-3301,inf-0167,2026-06-01,여성,50대,like,3,60.0
inffol-3302,inf-0168,2026-06-01,남성,10대,like,2,0.37
inffol-3303,inf-0168,2026-06-01,남성,20대,like,26,4.84
inffol-3304,inf-0168,2026-06-01,남성,30대,like,39,7.26
inffol-3305,inf-0168,2026-06-01,남성,40대,like,6,1.12
inffol-3306,inf-0168,2026-06-01,남성,50대,like,57,10.61
inffol-3307,inf-0168,2026-06-01,여성,10대,like,4,0.74
inffol-3308,inf-0168,2026-06-01,여성,20대,like,122,22.72
inffol-3309,inf-0168,2026-06-01,여성,30대,like,73,13.59
inffol-3310,inf-0168,2026-06-01,여성,40대,like,10,1.86
inffol-3311,inf-0168,2026-06-01,여성,50대,like,92,17.13
inffol-3312,inf-0168,2026-06-01,남성,20대,comment,9,1.68
inffol-3313,inf-0168,2026-06-01,남성,30대,comment,8,1.49
inffol-3314,inf-0168,2026-06-01,남성,50대,comment,16,2.98
inffol-3315,inf-0168,2026-06-01,여성,20대,comment,32,5.96
inffol-3316,inf-0168,2026-06-01,여성,30대,comment,19,3.54
inffol-3317,inf-0168,2026-06-01,여성,40대,comment,3,0.56
inffol-3318,inf-0168,2026-06-01,여성,50대,comment,19,3.54
inffol-3319,inf-0169,2026-06-01,남성,10대,like,42,2.46
inffol-3320,inf-0169,2026-06-01,남성,20대,like,150,8.78
inffol-3321,inf-0169,2026-06-01,남성,30대,like,127,7.44
inffol-3322,inf-0169,2026-06-01,남성,40대,like,37,2.17
inffol-3323,inf-0169,2026-06-01,남성,50대,like,3,0.18
inffol-3324,inf-0169,2026-06-01,여성,10대,like,62,3.63
inffol-3325,inf-0169,2026-06-01,여성,20대,like,203,11.89
inffol-3326,inf-0169,2026-06-01,여성,30대,like,216,12.65
inffol-3327,inf-0169,2026-06-01,여성,40대,like,68,3.98
inffol-3328,inf-0169,2026-06-01,여성,50대,like,3,0.18
inffol-3329,inf-0169,2026-06-01,남성,10대,comment,34,1.99
inffol-3330,inf-0169,2026-06-01,남성,20대,comment,107,6.26
inffol-3331,inf-0169,2026-06-01,남성,30대,comment,115,6.73
inffol-3332,inf-0169,2026-06-01,남성,40대,comment,29,1.7
inffol-3333,inf-0169,2026-06-01,남성,50대,comment,4,0.23
inffol-3334,inf-0169,2026-06-01,여성,10대,comment,57,3.34
